pmid,split,num_tokens,participants_spans,interventions_spans,outcomes_spans,text_preview
19470807,train,299,"people with multiple sclerosis . | people with multiple sclerosis | multiple sclerosis . | In phase 1 , 36 participants were randomly assigned to experimental and control groups . | phase 2 , the control group | people with multiple sclerosis ( MS )",torso weighting | balance-based torso weighting ( BBTW ) | computerized platform posturography .,"upright mobility | upright mobility | parameters for weighting | upright mobility | timed up and go ( TUG ) , sharpened Romberg , 360-degree turns , 25-foot walk , and computerized platform posturography . | balance loss . | 25-foot walk | gait velocity | functional activity",Randomized clinical trial of balance-based torso weighting for improving upright mobility in people with multiple sclerosis. BACKGROUND Torso weightin
20106358,train,380,"patients undergoing primary coronary surgery were allocated to the radial artery ( n = 198 ) or free right internal thoracic artery ( n = 196 ) if aged less than 70 years ( group 1 ) , or radial artery ( n = 113 ) or saphenous vein ( n = 112 ) if aged at least 70 years ( group 2 ) . All patients received a left internal thoracic artery to the left anterior descending | in groups 1 and 2 in 237 and 113 patients , respectively .",radial artery | internal thoracic artery | saphenous vein | left internal thoracic artery to the left anterior descending | Protocol-directed angiography,5-year patencies,Comparable patencies of the radial artery and right internal thoracic artery or saphenous vein beyond 5 years: results from the Radial Artery Patency 
1673324,train,273,patients with intracranial arteriovenous malformations : | Thirty patients undergoing resection of arteriovenous malformations with deliberate hypotension,isoflurane and sodium nitroprusside . | isoflurane and nitrous oxide | sodium nitroprusside | sodium nitroprusside | sodium nitroprusside | isoflurane . | sodium nitroprusside | esmolol .,Deliberate hypotension | cardiac output | systemic vascular resistance | arterial pressure . Systemic vascular resistance | plasma renin activity . | mean arterial pressure | systemic vascular resistance | cardiac output . Plasma renin activity levels | Heart rate | marked myocardial depression,Deliberate hypotension in patients with intracranial arteriovenous malformations: esmolol compared with isoflurane and sodium nitroprusside. Thirty pa
10832774,train,385,"patients with autistic disorder : the Autism RUPP Network . | uncommunicative and extremely heterogeneous in problem presentation | children/adolescents . | uncomplicated autism without secondary symptoms as a CGI-S of 3 , mildly ill . | nonverbal , lower functioning , sometimes noncompliant subjects | low-end IQs","risperidone RCT | careful questioning of care providers , rating scales , laboratory tests , and physical exams . | assessment strategy","autistic disorder : | autistic disorder ( autism ) symptoms , primary and secondary | communication problems | careful questioning of care providers , rating scales , laboratory tests | physical exams . | side effects . | low-end IQs | Autism Diagnostic Interview",Assessment in multisite randomized clinical trials of patients with autistic disorder: the Autism RUPP Network. Research Units on Pediatric Psychophar
11837240,train,10,Pacifier as a risk factor for acute otitis media .,,,Pacifier as a risk factor for acute otitis media.
15302308,train,19,Gonadotropin-releasing hormone agonist with or without raloxifene :,Gonadotropin-releasing hormone agonist | raloxifene :,"cognition , mood , and quality of life .","Gonadotropin-releasing hormone agonist with or without raloxifene: effects on cognition, mood, and quality of life."
5575706,train,12,bursitis and other foot disorders .,Triamcinolone acetonide,,Triamcinolone acetonide in the treatment of bursitis and other foot disorders.
3137065,train,287,coronary artery surgery . | 85 patients undergoing elective coronary artery surgery . A total of 288 events in which the systolic blood pressure ( SBP ) exceeded a predetermined trigger value were observed .,"coronary artery surgery . | isosorbide dinitrate and nitroglycerin . | Nitroglycerin ( NTG ) | nitrate , isosorbide dinitrate ( ISDN ) | elective coronary artery surgery .",myocardial ischaemia | myocardial oxygen demand | myocardial ischaemia . | myocardial oxygen demand | efficacy of ISDN and NTG | systolic blood pressure ( SBP ) | mean successful dose rate | hypertension ; | reducing hypertension .,Control of perioperative hypertension during coronary artery surgery. A randomised double-blind study comparing isosorbide dinitrate and nitroglycerin
1515255,train,207,patients with relapsed multiple myeloma . | 59 patients with relapsed multiple myeloma | interferon patients .,"hemi-body irradiation | recombinant alpha 2b interferon | alpha-2b interferon maintenance . | irradiation alone due to | following the | , starting",counts adequate to | durations ( 10,Prospective randomised study of double hemi-body irradiation with and without subsequent maintenance recombinant alpha 2b interferon on survival in pa
10663363,train,313,women with established postmenopausal osteoporosis . | postmenopausal women with established osteoporosis . | 80 study centers in Europe and Australia . Postmenopausal women ( n = 1226 ) with two or more prevalent vertebral fractures | severe postmenopausal osteoporosis | women with established disease .,"received risedronate 2.5 or 5 mg/day or placebo ; all subjects also received elemental calcium 1000 mg/day , and up to 500 IU/day vitamin D if baseline levels were low . | the 2.5 mg group was discontinued by protocol amendment after 2 years .","vertebral fractures | efficacy and safety of risedronate | vertebral fractures | vertebral fractures , and bone mineral density | new vertebral fractures | fracture reduction | nonvertebral fractures | bone mineral density | gastrointestinal adverse events",Randomized trial of the effects of risedronate on vertebral fractures in women with established postmenopausal osteoporosis. Vertebral Efficacy with R
1997878,train,53,Sinemet CR in Parkinson 's disease .,Sinemet CR | Sinemet CR | carbidopa/levodopa preparation,Comparable clinical benefits and adverse effects,"Sinemet CR in Parkinson's disease. Sinemet CR, a controlled release carbidopa/levodopa preparation, was compared to conventional carbidopa/levodopa in"
16335132,train,411,broiler chickens during the starting and growing/finishing phases . | at least 4 replicates per treatment ( 50 chicks per replicate ) were used . Corn-soybean-meal-and soybean-oil-based diets were fed and birds were raised in a house impervious to ultraviolet light . | birds in experiment 1 . | birds in experiment 1,Phytase and 1alpha-hydroxycholecalciferol supplementation | phytase and 1alpha-OHD3 | Ca- and P-deficient diets . | Corn-soybean-meal-and soybean-oil-based diets were fed and birds were raised in a house impervious to ultraviolet light .,Performance characteristics | incidence of rickets and tibial dyschondroplasia | leg problems . | accumulate as much bone ash | bone mineralization and bone pathology,Phytase and 1alpha-hydroxycholecalciferol supplementation of broiler chickens during the starting and growing/finishing phases. Supplemental 1alpha-hy
11779598,train,302,clomiphene citrate-resistant women with polycystic ovary syndrome . | clomiphene citrate-resistant women with polycystic ovary syndrome ( PCOS ) . | Infertility clinic of a tertiary referral center . | Fifty-six women with clomiphene citrate-resistant PCOS . | clomiphene citrate-resistant women with PCOS .,Metformin therapy | metformin therapy | oral metformin therapy | placebo therapy | Clomiphene citrate,"ovulatory rates , cervical scores , and pregnancy rates | Insulin , T , DHEAS , FSH , LH , body mass index ( BMI ) , waist-to-hip ratio , endometrial thickness , cervical score , ovulation , and pregnancy rates | total T , LH level , LH/FSH ratio , insulin resistance , and mean BMI . | waist-to-hip ratio , DHEAS level , and fasting insulin level | ovulation rates and thicker endometrium | cumulative pregnancy rate | pregnancy rate | hyperandrogenism and insulin resistance | ovulation rates , cervical scores , and pregnancy rates","Metformin therapy improves ovulatory rates, cervical scores, and pregnancy rates in clomiphene citrate-resistant women with polycystic ovary syndrome."
7481533,train,401,patients with pedunculated and small sessile tubular and tubulovillous adenomas . | After initial colonoscopic polypectomy patients | age above 60 years and male gender,2 years ( group A ) | 4 years,"risk of new neoplasia | risk of a patient having new adenomas | significant neoplasia ( carcinoma or adenoma with villous structure , severe dysplasia , or diameter > 10 mm ) | higher risk of new adenomas . | adenomas . | risk of new significant neoplasia . | risk of new adenomas",A randomized surveillance study of patients with pedunculated and small sessile tubular and tubulovillous adenomas. The Funen Adenoma Follow-up Study.
23660099,train,666,"suffering from severe acute pancreatitis . OBJECTIVE | severe acute pancreatitis ( ASP ) . METHODS Seventy | cases admitted from January 2005 to October 2012 were randomly assigned into parenteral | ( PN ) group ( n=22 ) , EN group ( n=25 ) and bifidobacterium added EN ( P+EN ) group ( n=23 ) . In P+EN","enteral nutrition with addition of probiotics on | nutrition ( EN ) supplemented with probiotics ( bifidobacterium ) in patients | ( PN ) group ( | EN ( P+EN ) group ( | bifidobacterium , 4 | anti-acid agents , and | group were | 0.01 ) . The WBC | in amylase between | CONCLUSION Our results indicated that early EN with addition of","IL-8 ) and tumor necrosis factor ( TNF-α ) by enzyme | protein ( CRP ) , lactic acid dehydrogenase ( LDH ) , white blood cell ( WBC ) count , amylase and lipase by biochemistry | levels of IL-8 , TNF-α , CRP , LDH , WBC count , amylase and lipase were significantly | IL-8 , TNF-α , CRP , lipase , LDH at 14 | 0.05 or P < 0.01 ) . The | no significant difference | vs. 298 ± 71 U/L , P > 0.05 ) . The gastrointestinal dysfunction | 0.01 ) . Compared with PN and EN groups , the incidence of upper | bleeding ( 1 | 5.2 days , both P < 0.01 ) . There was no significant statistical difference | ) resulted in significant lowering of the | pro-inflammatory cytokines , earlier restoration of gastrointestinal function , decrease of complications | as infection ,",The effects of early enteral nutrition with addition of probiotics on the prognosis of patients suffering from severe acute pancreatitis. OBJECTIVE To
19268506,train,288,women taking estradiol/trimegestone or estradiol/dydrogesterone . | 184 healthy post-menopausal women,"estradiol and trimegestone or dydrogesterone | estradiol/trimegestone or estradiol/dydrogesterone . | 6 cycles of either estradiol ( 2mg ) +trimegestone ( 0.5mg ) ( T-group ) or estradiol ( 2mg ) +dydrogesterone ( 10mg ) ( DYDR group ) . Cardiovascular risk markers were measured before , after cycle 1 , 3 and 6 and at 4 weeks post-treatment .",Cardiovascular risk markers | cardiovascular risk markers | Cardiovascular risk markers | Factor VIIc activity levels | Factor VII antigen | Factor VIIa | Plasminogen levels | lipid variables | total cholesterol and LDL cholesterol | factor VIIc | factor VIIc | bleeding pattern . | procoagulant changes in factor VIIa | factor VIIc activity | PAI-1 activity | androgenic properties | fibrinogen level | Lp ( a ),Cardiovascular risk markers during treatment with estradiol and trimegestone or dydrogesterone. OBJECTIVE To study cardiovascular risk markers in wome
24781567,train,203,elderly patients undergoing hip fracture repair . | patients undergoing hip fracture repair under spinal anesthesia to light ( BIS > 80 ) or deep ( BIS approximately 50 ) sedation .,spinal anesthesia | spinal anesthesia to light ( BIS > 80 ) or deep ( BIS approximately 50 ) sedation . | . Further research | during spinal | is needed,Sedation depth | intraoperative Bispectral Index ( BIS ) values | hip fracture repair | 1-year mortality | was reduced | after light sedation during spinal anesthesia is needed,Sedation depth during spinal anesthesia and survival in elderly patients undergoing hip fracture repair. Low intraoperative Bispectral Index (BIS) val
9039228,train,200,39 patients with marginal zone B cell lymphoma ( MZBCL ) of the parotid glands ( stages I or II ) were studied .,"combined therapy . | radiotherapy alone | radiotherapy ( the same schedule ) plus adjuvant chemotherapy ( cyclophosphamide , vincristine and prednisone ) . | combined therapy | was well",end points | survival and time to treatment failure ( TTF ) . | complete remission rate | overall survival,Marginal zone B cell lymphoma of the parotid glands: results of a randomised trial comparing radiotherapy to combined therapy. 39 patients with margin
25475363,train,169,Children with Autism Spectrum Disorder Who are Minimally Verbal . | school-aged children with autism who have limited communication skills | Sixty-one children with autism age 5-8 with minimal spontaneous communication received a 6-month social communication intervention including parent training . Parent-child play interactions | Children 's | parents ' implementation | children 's social engagement .,Social Communication Intervention Strategies : | 6-month social communication intervention including parent training .,strategy implementation | jointly engaged | gains in implementation | joint engagement | implementation success | social engagement .,Parents' Adoption of Social Communication Intervention Strategies: Families Including Children with Autism Spectrum Disorder Who are Minimally Verbal.
22917554,train,314,pulmonary arterial hypertension in children . | children . | children with PAH . | 29 children treated with inhaled treprostinil for ≥6 weeks was performed | in 4 patients | targeted PAH therapy in children | warranted in pediatric patients with,prostanoid therapy | inhaled treprostinil | inhaled treprostinil | receiving background PAH therapy ; | Inhaled treprostinil | inhaled treprostinil,including cough and bronchospasm | and progression of PAH | 1 ) . Mild side effects including cough | and sore throat | therapy . World Health Organization functional class | 10 ; exercise capacity | 0.01 ) and peak oxygen consumption | improvement in exercise capacity and World Health Organization functional,Effectiveness and safety of inhaled treprostinil for the treatment of pulmonary arterial hypertension in children. The introduction of prostanoid ther
19958945,train,265,Patients undergoing mini-incision thyroidectomy under local anesthesia | Recruitment led to 22 patients in group 1 and 25 patients in group 2 .,local/regional anesthesia and IV sedation . | mini-incision thyroidectomy | local/regional anesthesia and intravenous sedation . | mini-incision thyroidectomy under local anesthesia | nerve monitoring of the EBSLN | or no nerve monitoring | mini-incision thyroidectomy | local/regional anesthesia,voice quality | Voice and swallowing | Voice Handicap Index-10 ( VHI-10 ) and the Reflux Symptom Index questionnaires ( RSI ) | rate of visualized EBSLN | median total VHI-10 score | median total RSI score | voice quality | swallowing .,"A prospective, randomized trial of nerve monitoring of the external branch of the superior laryngeal nerve during thyroidectomy under local/regional a"
21316048,train,322,"women with oligo- or anovulatory infertility : | follicular development and ovulation in infertile women with ovulatory dysfunction . | Infertile women with ovulatory dysfunction , aged 18-35 years , and body mass index < 35 kg/m ( 2 ) .",clomiphene citrate ( CC ) | Single-dose anastrozole | 5-day course of CC | of anastrozole | the anastrozole | single-dose anastrozole,follicular development and ovulation | ovulation rate | the ovulation rates | the cumulative ovulation rates | of ovulation rates,Anastrozole single-dose protocol in women with oligo- or anovulatory infertility: results of a randomized phase II dose-response study. OBJECTIVE To c
19111789,train,310,dysfunctional uterine bleeding among women agreeing to obtain surgical treatment . | dysfunctional uterine bleeding ( DUB ) | of women who agreed to obtain surgical treatment ; | We collected baseline data on DUB symptoms and aspects of the financial and quality-of-life burden for 237 women agreeing to surgery for DUB in a randomized trial comparing hysterectomy with endometrial ablation .,Financial and quality-of-life burden | financial and quality-of-life burden | financial and quality-of-life burden ; | baseline data on DUB symptoms and aspects of the financial and quality-of-life burden | financial and quality-of-life burden . | quality-of-life effects of DUB,"out-of-pocket pharmaceutical expenditures , excess expenditures on pads or tampons , the value of time missed from paid work and home management activities , and health utility . | Pelvic pain and cramps were associated with activity limitations | tiredness was associated with a lower health utility . Excess pharmaceutical and pad and tampon costs | and home management loss costs were $ | treatment costing $","Financial and quality-of-life burden of dysfunctional uterine bleeding among women agreeing to obtain surgical treatment. PURPOSE In this study, we so"
19884541,train,340,"children previously randomly assigned to intrathecal methotrexate | childhood acute lymphoblastic leukemia . | children with acute lymphoblastic leukemia ( ALL ) , CNS prophylaxis consists of either intrathecal ( IT ) methotrexate or triple IT therapy ( ie , methotrexate with both cytarabine and hydrocortisone ) . | 171 children with standard-risk ALL , age 1 to 9.99 years at diagnosis , previously randomly assigned to IT methotrexate ( n = 82 ) or to triple IT therapy ( n = 89 ) on CCG 1952 , underwent neurocognitive evaluation by a licensed psychologist at a mean of 5.9 years after random assignment . | Patients who received IT methotrexate | 19.5 % of children in the IT methotrexate group | sex or age at diagnosis .","intrathecal methotrexate | triple intrathecal therapy | intrathecal ( IT ) methotrexate or triple IT therapy ( ie , methotrexate with both cytarabine and hydrocortisone ) . | IT methotrexate | triple IT therapy | IT methotrexate | triple IT therapy | IT methotrexate | triple IT therapy group | IT methotrexate | triple IT therapy | IT methotrexate group .","neurocognitive functioning | mean Processing Speed Index | Processing Speed Index score | tests of full-scale intelligence quotient , academic achievement , attention/concentration , memory , and visual motor integration . | measures of cognitive functioning | special education services , neurologic events , or use of psychotropic medications . | neurocognitive functioning | processing speed",Comparison of neurocognitive functioning in children previously randomly assigned to intrathecal methotrexate compared with triple intrathecal therapy
24517028,train,252,ten healthy male volunteers,iron . | paracetamol and ferrous ion . Paracetamol | alone or | ( 300 mg ) ferrous sulphate | ferrous sulphate and paracetamol | iron and paracetamol,pharmacokinetics of paracetamol in saliva . | in vitro reaction | paracetamol absorption . | in vivo interaction of paracetamol and ferrous ion . | paracetamol pharmacokinetic parameter oral clearance ( C1/F ) | volume of distribution | decreased paracetamol absorption,Effects of iron on the pharmacokinetics of paracetamol in saliva. Paracetamol has been reported to chelate with iron. It was found that no in vitro re
22985336,train,227,"neuropathic diabetic foot ulcers . | healing of neuropathic diabetic foot ulcers ( NDFU ) | 63 Caucasians , type 2 diabetic patients followed up in the diabetic foot outpatient clinic",Manuka honey-impregnated dressings | manuka honey-impregnated dressings ( MHID ) | conventional dressings ( CD ) . | and 90 % for,Mean healing time | respectively . The percent of ulcers healed did not differ significantly | significant reduction in the time of healing and rapid disinfection,"Manuka honey-impregnated dressings in the treatment of neuropathic diabetic foot ulcers. In this study, we investigate the effect of manuka honey-impr"
24628747,train,421,"acute extremity pain after emergency department discharge . | emergency department ( ED ) . Both are currently Drug | pain who were discharged home from the ED , comparing a 3-day",mg/500 mg ) to oral codeine/acetaminophen ( 30 mg/300 mg ) . Pain was measured on,"satisfaction . RESULTS The median time | discharge to follow-up was | most recent dose of | hours after pain medications were | patient satisfaction | medications decreased NRS pain scores by | . However , the | prescribed to patients",Randomized clinical trial of hydrocodone/acetaminophen versus codeine/acetaminophen in the treatment of acute extremity pain after emergency departmen
7640140,train,367,healthy male and female volunteers : | male and female healthy volunteers . | Ten males and nine females ( age range 20-33 years ),"non-invasive methods | laser interferometry of ocular fundus pulsations and of non-invasive methods | haemodynamics , laser interferometry of ocular fundus pulsations | oxymetric fingerplethysmography | Doppler sonography | intravenous doses of phenylephrine , isoprenaline , sodium nitroprusside and of placebo . | Laser interferometry","Simultaneous measurements from systemic haemodynamics , laser interferometry of ocular fundus pulsations , systolic time intervals from mechanocardiography , a/b ratio from oxymetric fingerplethysmography and Doppler sonography of the radial artery | reproducibility and sensitivity",Comparison of non-invasive methods for the assessment of haemodynamic drug effects in healthy male and female volunteers: sex differences in cardiovas
25452054,train,267,"hospital-based pregnant women . | pregnant women in a hospital setting in Taiwan . | two-group longitudinal randomized | Participants in the intervention group ( n=50 ) enrolled in a SHS prevention program based on the HBM , while participants in the comparison group ( n=50 ) | pregnant women","secondhand smoke exposure reduction intervention | secondhand tobacco smoke ( SHS ) prevention program | Participants in the intervention group ( n=50 ) enrolled in a SHS prevention program based on the HBM , while participants in the comparison group ( n=50 ) received standard government-mandated counseling care . Both groups were given questionnaires as a pre-test , two weeks into the intervention , and one month following the conclusion of the intervention .","Health Belief Model | Exhaled carbon monoxide | SHS exposure . | knowledge , HBM scores , cues to action , self-efficacy , preventative behaviors , and a significant decrease in smoking exposure . | SHS exposure",Randomized trial of a secondhand smoke exposure reduction intervention among hospital-based pregnant women. OBJECTIVE This study sought to assess the 
3287907,train,406,postoperative pain . | moderate or severe postoperative pain . | A final patient population of 149 subjects | Sixty patients | patients with postoperative pain .,codeine sulfate | and placebo . | placebo . | codeine or aspirin,"Analgesic efficacy | postoperative pain . | analgesic efficacy and safety | moderate or severe postoperative pain . | pain intensity and pain relief | sum of the pain intensity differences ( SPID ) , total pain relief ( TOTAL ) , percent SPID , duration of effect , and time to remedication . | percent SPID | percent SPID | pain intensity and relief | pain intensity difference ( PID ) and relief scores , as well as for SPID and TOTAL . | PID as well as SPID and TOTAL . | SPID , TOTAL , and hourly measures | PID . | longer duration | longer time to remedication | duration of analgesic efficacy | postoperative pain .","Analgesic efficacy of piroxicam in the treatment of postoperative pain. Two randomized, double-blind, single-dose studies were conducted to assess the"
4407133,train,12,Letter : Cephaloridine and gentamicin in prophylaxis of surgical wound infection .,Cephaloridine and gentamicin,surgical wound infection .,Letter: Cephaloridine and gentamicin in prophylaxis of surgical wound infection.
7896655,train,247,"young autistic children : | autism . | Thirteen children with autistic disorder , aged 3.4 to 8.3 years ( mean 5.4 ) , were studied in home , school , and outpatient laboratory . | young children with autism .","Naltrexone , 1.0 mg/kg , was given daily in a randomized , double-blind , placebo-controlled crossover design . Dependent measures included parent and teacher Clinical Global Impressions ( CGI ) , Conners Rating Scales , and Naltrexone Side-Effects ( SE ) Rating Scale ; laboratory CGI , movement actometer readings , and a 10-second interval recording system analysis of on-task , communication initiations , disruptive behavior , and self-stimulation .","efficacy and safety | Clinical Global Impressions ( CGI ) , Conners Rating Scales , and Naltrexone Side-Effects ( SE ) Rating Scale ; laboratory CGI , movement actometer readings , and a 10-second interval recording system analysis of on-task , communication initiations , disruptive behavior , and self-stimulation . | parent measures ( CGI , Conners Impulsivity-Hyperactivity Factor , and SE-Restlessness ) and Teacher CGI | Teacher SE-Restlessness and initiation of communication | Actometer readings | Adverse side effects | social communication","Naltrexone in young autistic children: a double-blind, placebo-controlled crossover study. OBJECTIVE This study evaluated the efficacy and safety of n"
18322594,train,421,hepatitis B patients treated | B patients treated with different doses of recombinant hepatitis B vaccine . METHODS Seventy-two | hepatitis B patients who did not use any anti-HBV drugs within 6 months were randomized | in different groups were treated with different doses of recombinant hepatitis B vaccine in combination | were ELISPOT positive was higher | chronic hepatitis B . There were,hepatitis B vaccine . OBJECTIVE | B vaccine . METHODS Seventy-two | in a | of recombinant hepatitis B vaccine in combination with IFN alpha 1b 50 micrograms with 3 times a week for 24 weeks . All patients | B vaccine may increase,"Specific T cell immune response in | immunoresponse of peripheral | , HBeAg and liver functions were detected | were detected | RESULTS There | ratio among the | in the | was higher | turned negative | or HBeAg became negative | DNA , HBeAg/Anti-HBe seroconversion or HBeAg disappearance . At the | , HBV DNA became undetectable | or HBeAg disappearance were found | , and | . CONCLUSION The | specific T lymphocytes in patients",Specific T cell immune response in chronic hepatitis B patients treated with different doses of recombinant hepatitis B vaccine. OBJECTIVE To study th
25561389,train,259,patients ' anxiety level | patients ' anxiety levels | patients ' anxiety level . | 333 patients | patients undergoing third molar surgery .,third molar surgery | watching live taping of third molar removal | basic information was given verbally ; | basic information was given verbally and through a movie on third molar extraction ) ; | control group ( basic information was given verbally ; it did not include information on operative procedures and recovery ) | Preoperative multimedia information,"Anxiety levels | Dental Anxiety Scale ( DAS ) | Spielberger State-Trait Anxiety Inventory ( STAI ) . Pain | visual analog scale . | SPSS 16.0 . | DAS and STAI scores | age , surgery time | education level | anxiety or pain levels ; | high levels of anxiety",Does watching a video on third molar surgery increase patients' anxiety level? OBJECTIVE To identify the effects of watching live taping of third mola
25978402,train,405,fibromyalgia : | FMS . | patients suffering from FMS . | 43 patients . | helping FMS patients | on FMS,PASSAGE Program | multicomponent interdisciplinary group intervention | ( intervention ( INT ) vs. waitlist ( WL ) ),"pain intensity | fibromyalgia severity , pain interference , sleep quality , pain coping strategies , depression , health-related quality of life , patient global impression of change ( PGIC ) , and perceived pain relief . | pain levels , functioning and quality of life | ≥ 50 % pain relief",Multicomponent interdisciplinary group intervention for self-management of fibromyalgia: a mixed-methods randomized controlled trial. BACKGROUND This 
21719717,train,280,"A total of 120 healthy postmenopausal women were enrolled , and doses of 10 to 600 mg once daily and 50 and 300 mg twice daily were evaluated in 15- and 28-day multiple-dosing cohorts .","cathepsin K inhibitor , ONO-5334 | cathepsin K inhibitor , ONO-5334 | doses of 10 to 600 mg once daily and 50 and 300 mg twice daily were evaluated in 15- and 28-day multiple-dosing cohorts . | days ) . ONO-5334 | with ONO-5334","biochemical markers of bone turnover and pharmacokinetics | pharmacokinetics and the pharmacodynamic effects on biochemical markers of bone turnover | urinary C-terminal telopeptide of type I collagen | effects on bone-specific alkaline phosphatase ( B-ALP ) , tartrate-resistant acid phosphatase 5b ( TRAP5b ) , or osteocalcin ( OC ) | suppression of bone resorption markers | effects on bone formation markers ( B-ALP , OC ) or osteoclast number ( TRAP5b )","Pharmacodynamic effects on biochemical markers of bone turnover and pharmacokinetics of the cathepsin K inhibitor, ONO-5334, in an ascending multiple-"
25407464,train,259,Gambian children | children . | children aged 1 to 4 years in communities where one ( single MDA arm ) or three annual rounds ( annual MDA arm ) of azithromycin | children in The Gambia .,mass drug administration | MDA with azithromycin | MDA with azithromycin | azithromycin MDA,"heights and weights | Mean height-for-age , weight-for-age and weight-for-height z scores | significant differences | mean height-for-age , weight-for-age or weight-for-height z scores | significant reduction | prevalence of stunting , wasting or underweight | anthropometric outcomes",Anthropometric indices of Gambian children after one or three annual rounds of mass drug administration with azithromycin for trachoma control. BACKGR
18606932,train,352,6- to 18-month-old rural Malawians . | infants receiving long-term dietary supplementation with ready-to-use fortified spread ( FS ) or micronutrient-fortified maize-soy flour ( likuni phala LP ) . DESIGN Randomized | of 182 six-month-old infants . INTERVENTION Participants,fortified spread ( FS ) | micronutrient-fortified maize-soy flour ( likuni phala | FS25 ) ( 130 | complementary feeding,"severe stunting | and the incidences of severe stunting , underweight , and wasting . RESULTS Mean weight and | gains in the LP , | a significant | all infants , | most disadvantaged",Complementary feeding with fortified spread and incidence of severe stunting in 6- to 18-month-old rural Malawians. OBJECTIVE To compare growth and in
12576246,train,265,"Forty premenopausal women with large , symptomatic leiomyomata | Nineteen of 20 subjects",receive either 5 or 10 mg of mifepristone daily for 6 months in an open-label study . | mifepristone .,"uterine leiomyoma size and symptoms | Mean uterine volume shrank | Leiomyoma-related symptoms | Hemoglobin levels | hot flashes | Simple endometrial hyperplasia | atypical hyperplasia | leiomyoma regression , improvement in symptoms , and few side effects .","Low-dose mifepristone for uterine leiomyomata. OBJECTIVE To compare the effect of 5 and 10 mg of mifepristone on uterine leiomyoma size and symptoms, "
19958431,train,313,Forty five patients with melasma were randomly assigned into three groups of fifteen patients each . | melasma .,Chemical peels | topical depigmenting agents | trichloroacetic acid peel 20 % vs | Jessner 's solution peel vs. the topical mixture of hydroquinone 2 % and kojic acid . | Jessner 's solution peel | trichloroacetic acid peel 20 % | topical hydroquinone 2 % and kojic acid . | Trichloroacetic acid 20 % | Jessner 's solution | hydroquinone 2 % with kojic acid,melasma . | melasma . | clinical efficacy | Melasma Area and Severity Index ( MASI ) score and photography | MASI score | MASI score | MASI score | treatment of melasma .,Different therapeutic modalities for treatment of melasma. BACKGROUND Chemical peels and topical depigmenting agents have become a popular modality in
24878589,train,255,subacute stroke : | subacute stroke patients . | 70 subacute stroke patients | subacute stroke,arm support combined with rehabilitation games | rehabilitation technology | ( electro ) mechanical devices or robotics | Arm support ( AS ) training | weight-supported arm training | computerized exercises | conventional reach training | AS device combined with computerized exercises or dose-matched conventional training ( CON ) . | training with computerized exercises,"upper-extremity function | subacute stroke : | arm function | chronic stroke . | arm function | Fugl-Meyer assessment ( FM ) , maximal reach distance , Stroke Upper Limb Capacity Scale ( SULCS ) , and arm pain via Visual Analogue Scale | FM and SULCS scores and reach distance | higher interest/enjoyment | arm function and activity",The effect of arm support combined with rehabilitation games on upper-extremity function in subacute stroke: a randomized controlled trial. BACKGROUND
18029492,train,335,trained men | Trained men ( n = 41 ; 34 +/- 5 y ; maximum oxygen uptake = 55 +/- 7 mL x kg ( -1 ) x min ( -1 ) ) from a homogenous police Special Forces unit | inadequate mean daily fruit and vegetable consumption ( 3.2 +/- 1.2 servings ) . | group of trained men over 28 wk .,"encapsulated juice powder concentrate | Phytonutrients from plant foods | commercially available encapsulated juice powder concentrate ( JPC ) | or placebo | We collected plasma at baseline and study wk 4 , 8 , 16 , and 28 for analysis of carbonyl groups on protein ( CP ) and TNFalpha .","indicators of oxidative stress , immunity , and illness | indicators of oxidative stress , immunity , and illness . | 7-d food records | illness . | carbonyl groups on protein ( CP ) and TNFalpha . | CP and TNFalpha | CP and TNFalpha concentrations","Several indicators of oxidative stress, immunity, and illness improved in trained men consuming an encapsulated juice powder concentrate for 28 weeks."
27532829,train,497,"Primary Biliary Cholangitis . | Primary biliary cholangitis ( formerly called primary biliary cirrhosis ) | 12-month , double-blind , placebo-controlled , phase 3 trial , we randomly assigned 217 patients who had an inadequate response to ursodiol or who found the side effects of ursodiol unacceptable | 216 patients who underwent randomization and received at least one dose of obeticholic acid or placebo | biliary cholangitis resulted in decreases from","Obeticholic Acid | receive obeticholic acid at a dose of 10 mg ( the 10-mg group ) , obeticholic acid at a dose of 5 mg with adjustment to 10 mg if applicable ( the 5-10-mg group ) , or placebo . | obeticholic acid | monotherapy for | were more | ( Funded by",alkaline phosphatase level | bilirubin level . | alkaline phosphatase level | total bilirubin level | liver fibrosis did not differ significantly | more common with | was 16 % in | total bilirubin levels that differed significantly from,A Placebo-Controlled Trial of Obeticholic Acid in Primary Biliary Cholangitis. BACKGROUND Primary biliary cholangitis (formerly called primary biliary
